Date,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol_Type,Flow_Duration,Packet_Size,Flow_Bytes_per_s,Flow_Packets_per_s,Total_Forward_Packets,Total_Backward_Packets,Packet_Length_Mean_Forward,Packet_Length_Mean_Backward,IAT_Forward,IAT_Backward,Active_Duration,Idle_Duration,IDS_Alert_Count,Anomaly_Score,Attack_Vector,Attack_Severity,Botnet_Family,Malware_Type,CPU_Utilization,Memory_Utilization,System_Patch_Status,Label,Normalized_Packet_Flow,Anomaly_Severity_Index
2018-01-01 10:00:00,192.168.1.1,4.4.4.4,35452,80,TCP,205,508,10.543181918744684,4.617330133917171,21,13,54.88486974023185,50.026103426910694,0.7627108175148832,21.410534326100127,27.946434001430646,91.9834089611131,0,29.531179620297543,None,High,None,None,28.424120415672522,36.01748605936806,Up-to-date,Normal,0.16585365853658537,21.137201564855626
2018-01-01 11:00:00,172.16.0.1,8.8.8.8,21956,443,UDP,215,270,18.888342634966847,1.4344947353737163,29,17,53.541862595861176,45.76172280356769,6.02440328897252,8.318327924676682,34.13330834047362,110.63476607103574,1,13.574517154920713,None,Medium,None,None,5.281956937992225,3.6443229414357,Up-to-date,Normal,0.21395348837209302,21.769668664760033
2018-01-01 12:00:00,10.0.0.1,8.8.8.8,30472,80,TCP,26,145,5.181816084538048,2.502173035274025,26,16,52.07348592432891,39.108974314081195,8.523423984757443,10.505103713038396,29.58365658278234,101.90905073036343,0,3.089983071808811,None,Medium,None,Spyware,29.90571921691728,9.451060241527237,Outdated,Normal,1.6153846153846154,2.1659014105033925
2018-01-01 13:00:00,192.168.1.1,8.8.8.8,40985,443,ICMP,9,581,8.466726817029983,3.3933501789744547,17,18,49.55136734906341,40.94057536282594,20.310799398170264,0.8562324753762433,21.618166124126134,98.85575344565868,0,9.239410965675974,None,Low,None,None,15.67482497280337,17.20649244077755,Up-to-date,Normal,3.888888888888889,7.791149468288264
2018-01-01 14:00:00,192.168.1.1,4.4.4.4,26485,443,UDP,153,467,5.139543004683451,2.6729032123566876,17,7,48.08627718335068,30.435401214422804,6.190391792399995,3.514426064340033,24.010134380508603,96.99530186524842,2,67.70010184711808,None,Low,None,None,40.17496504430839,22.421753999213713,Outdated,Normal,0.1568627450980392,84.99717560706728
2018-01-01 15:00:00,192.168.1.1,8.8.8.8,18970,80,ICMP,129,255,13.122321134819774,2.487448965653897,17,8,63.15974706315475,39.33189817836463,0.11939360926309574,7.021287048671598,37.318300766695636,94.81358210822923,2,10.041120044943701,Brute Force,Medium,None,None,38.99429110020521,29.71368035913236,Up-to-date,Normal,0.1937984496124031,12.855377933392724
2018-01-01 16:00:00,192.168.1.1,8.8.8.8,57870,443,UDP,185,545,3.47728843059361,2.1079676594684074,14,15,55.29992335254529,54.16265110922011,1.6784927500679738,19.06353612965971,33.57622065689304,90.51187028708193,1,33.999400483677725,None,Low,None,None,18.02548596601954,60.731652588095194,Up-to-date,Normal,0.15675675675675677,47.18943978871414
2018-01-01 17:00:00,192.168.1.1,4.4.4.4,45518,80,TCP,228,424,5.503010203907043,3.970529683188794,18,11,57.9174057464718,37.796259995894154,26.383584842386387,16.741766994901578,34.8951703774027,126.0505350237308,1,43.730626923970995,None,Medium,None,Ransomware,25.935571632940547,27.932111597860228,Outdated,Attack,0.12719298245614036,54.83907118484018
2018-01-01 18:00:00,192.168.1.1,4.4.4.4,6625,80,TCP,27,629,8.46108462689364,3.0275854944572123,17,14,47.4836358163174,51.973288807452924,9.119365307593641,17.50742862273325,28.143363430665175,90.58315660575835,0,46.9355920244698,SQL Injection,Low,None,None,9.558889596408367,25.555408231428274,Outdated,Normal,1.1481481481481481,42.44907060143008
2018-01-01 19:00:00,192.168.1.1,8.8.8.8,63245,80,TCP,118,628,8.475529975220448,2.365805109222779,10,8,64.10993735236055,36.415513086801646,9.333052280155316,3.6851818575380118,38.97523373314686,76.22288191049,2,32.855648099218996,None,Low,None,None,48.41205338594122,28.45015793372595,Up-to-date,Normal,0.15254237288135594,35.57054273393365
2018-01-01 20:00:00,192.168.1.1,1.1.1.1,15105,22,TCP,163,550,1.6981020792884394,2.5800515047868315,22,4,42.28369412881045,37.34204943221353,14.472167608209087,1.5937482892977666,33.41716203871441,83.10672327987515,1,4.623395340400573,None,Low,None,None,42.58537739083543,45.937936557376126,Outdated,Normal,0.15950920245398773,4.494467633540505
2018-01-01 21:00:00,192.168.1.1,8.8.8.8,14125,443,UDP,99,393,7.997292679089197,3.157674451980773,18,17,58.84674248111496,41.61547950682584,11.152713185676186,2.663003762693472,38.74136461511273,70.49054660026025,1,23.92197445945977,None,Low,None,None,41.74475958934179,16.836332132418153,Up-to-date,Normal,0.35353535353535354,23.595366798238995
2018-01-01 22:00:00,192.168.1.1,8.8.8.8,59205,80,TCP,385,464,19.01653892124828,1.9046900802487403,20,15,59.594908742400236,27.987378365685522,14.950946983673187,9.34503288271238,26.77906628556881,85.03745525303046,3,28.68762409324992,None,Low,None,None,27.054824311621907,19.30492852543279,Up-to-date,Attack,0.09090909090909091,49.936163251195964
2018-01-01 23:00:00,192.168.1.1,4.4.4.4,34158,443,TCP,64,426,6.8956499486646194,2.3417404848195638,21,12,45.251774764048236,43.248047618568435,2.2129299757049368,9.653493683268236,24.13321568910093,64.6326787048157,2,28.232558132051764,Brute Force,Low,None,None,29.432784679365724,28.431723642255317,Up-to-date,Normal,0.515625,41.810505908046274
2018-01-02 00:00:00,192.168.1.1,8.8.8.8,50674,80,TCP,0,505,14.554745766683718,2.676398827972769,13,10,58.08528356218707,31.071181531951048,32.847112755895054,6.078031531773999,28.600228186685378,63.941392238021415,2,15.181492066890002,None,Medium,None,None,27.4654467810307,45.92638132297479,Up-to-date,Normal,inf,23.109556391926017
2018-01-02 01:00:00,10.0.0.1,1.1.1.1,22651,80,TCP,18,281,5.76068092463592,2.7062954263400645,20,15,56.8931019671276,41.43870668772549,5.671755022116334,6.005558595739791,36.598457360048144,82.07624456631213,0,27.02827515127131,None,High,Mirai,None,18.862107405792482,71.24529573056179,Up-to-date,Normal,1.9444444444444444,21.930172862305394
2018-01-02 02:00:00,192.168.1.1,8.8.8.8,5455,80,ICMP,38,759,5.594646980974252,2.738016079975818,14,16,46.3444626201183,31.974601276277916,9.961441899521493,1.0997754771165469,37.715765114606434,99.82295378231848,0,10.159407950343544,None,Medium,None,None,21.76315455930348,22.842596082384777,Up-to-date,Normal,0.7894736842105263,7.948400295800114
2018-01-02 03:00:00,192.168.1.1,1.1.1.1,3144,80,TCP,51,733,3.511529891180596,3.030317769992642,24,15,48.53287259466204,36.033121773270125,11.198440966446924,0.9739672096450739,32.150667325314664,112.34801089158947,1,16.35927865092679,None,Low,None,None,41.34808563793443,40.0788586354814,Up-to-date,Normal,0.7647058823529411,16.24579816897987
2018-01-02 04:00:00,192.168.1.1,8.8.8.8,62571,80,TCP,67,268,4.536977781800953,3.731789349530851,23,14,45.90287617414087,28.483536952519547,9.023802516860783,5.478984796538122,35.46125942666237,113.24141032852845,0,23.13408566820149,None,Low,None,None,15.609045720827208,57.52799360534502,Up-to-date,Normal,0.5522388059701493,19.523075659156586
2018-01-02 05:00:00,192.168.1.1,4.4.4.4,8306,80,TCP,0,559,16.220439209618295,3.219315719508855,27,17,46.08308282447606,43.09379875197565,9.235849286760654,4.983784937408925,28.809521227987666,145.7448054334877,1,26.459412653602506,None,Low,None,None,36.113889505679296,7.79750882448669,Up-to-date,Attack,inf,28.620773023557884
2018-01-02 06:00:00,192.168.1.1,1.1.1.1,20303,80,TCP,409,234,4.991137359601339,1.3587400926426754,16,18,27.42564063406153,50.14030697313389,0.6721429071815465,11.26013991934734,30.078993672880223,72.59748843756091,0,24.653386546872895,None,Low,None,None,14.247644450188485,19.457844678029794,Up-to-date,Normal,0.08312958435207823,21.14085968674384
2018-01-02 07:00:00,192.168.1.1,8.8.8.8,7595,22,TCP,13,634,7.559893954500835,3.097001521054625,29,11,23.456870506512768,27.429006645796406,16.891696645035534,8.263596167474882,28.275216802533564,107.25165169440994,0,7.523111155207358,None,Low,None,None,44.74523691005462,29.116813509998863,Up-to-date,Normal,3.076923076923077,4.156877245803079
2018-01-02 08:00:00,192.168.1.1,8.8.8.8,32469,8080,TCP,138,404,12.751909020398433,3.1078863790297344,14,19,56.46893803153882,38.991505381979856,0.8314953433705969,3.396091841262263,25.577912684576674,109.21264768979579,2,15.336189439877282,None,Low,None,None,56.08352314041437,2.609542942699912,Up-to-date,Normal,0.2391304347826087,14.134393187523019
2018-01-02 09:00:00,172.16.0.1,8.8.8.8,1554,8080,TCP,67,427,10.915962992930531,3.914902204695275,22,16,52.162458464361976,31.62182811258458,12.310742084627082,2.043623841000471,34.00299434921719,103.2306484360536,0,36.01341327384697,None,Medium,None,None,68.05145001783423,16.21052269309451,Outdated,Normal,0.5671641791044776,11.505763340078923
2018-01-02 10:00:00,172.16.0.1,4.4.4.4,58999,80,UDP,72,412,13.863271837856269,2.780026687285859,21,18,58.41570591588409,41.66620607255889,1.8948876650771729,22.38241010591476,14.786925013534727,89.52183097739636,2,64.99087762688877,None,Low,None,None,36.46669318913091,32.870108943316914,Up-to-date,Normal,0.5416666666666666,86.65349294615461
2018-01-02 11:00:00,10.0.0.1,8.8.8.8,3143,80,TCP,79,281,9.139208331858944,3.695203192073035,13,23,63.073081330877855,57.47151157325299,4.861725295074942,8.308605045887685,34.855936706469464,123.3160188949834,2,32.7367908759217,DDoS,Medium,None,None,18.0440779731945,86.29768158731581,Up-to-date,Normal,0.45569620253164556,56.30521955656195
2018-01-02 12:00:00,192.168.1.1,8.8.8.8,28715,80,TCP,70,573,4.773255522518916,2.5182378329760398,16,23,46.47057526658525,39.19473340855989,3.552568761886046,21.64375072511745,26.248032606210998,114.45625955731457,0,31.063897164994003,SQL Injection,Low,None,None,6.704104128006103,20.13845620992429,Outdated,Normal,0.5571428571428572,28.98134115283607
2018-01-02 13:00:00,192.168.1.1,4.4.4.4,53548,443,TCP,78,451,6.131506438930296,1.6555037408222817,26,13,39.50310438037485,46.33100770918096,4.695870389722448,2.264870655811867,23.188004849322216,88.9719706893816,1,51.67954145279051,None,Low,None,None,40.84187126877107,20.93286039676681,Up-to-date,Normal,0.5,51.763995574669636
2018-01-02 14:00:00,192.168.1.1,4.4.4.4,1917,80,UDP,265,97,4.8185709122504345,2.226194298798508,21,12,32.200076486255085,49.08539980252157,7.392456230412556,2.098873247485861,34.04403052834518,143.06174669331807,0,44.710864203259824,Brute Force,Low,None,None,31.471645697471107,21.471720443603232,Up-to-date,Normal,0.12452830188679245,30.639619432932456
2018-01-02 15:00:00,192.168.1.1,8.8.8.8,18132,443,TCP,122,827,4.25300517777046,2.818245458620686,11,18,38.062482822062314,37.95030196343099,14.2715919741104,2.3338822033448947,23.433305504740577,89.90004421517567,3,6.878922515139705,None,Low,None,None,5.72674577712956,49.19846375379539,Up-to-date,Normal,0.23770491803278687,15.47508101481898
2018-01-02 16:00:00,192.168.1.1,4.4.4.4,20034,443,TCP,47,512,2.319383689555253,2.8563257249455045,22,11,46.92456106171037,31.945657994528844,11.896277714917025,4.370237456852269,27.463553690881223,101.55711537736703,1,34.67242351987096,None,Low,Emotet,None,40.84680395456864,8.90368129038714,Up-to-date,Normal,0.7021276595744681,34.72618904340628
2018-01-02 17:00:00,192.168.1.1,8.8.8.8,35534,80,TCP,92,528,2.869663865848727,1.5501803102585832,12,18,48.946554854605644,42.919173151408046,9.801017035326371,10.041373505170624,35.641911777375405,109.30367871268392,0,21.69814048532927,None,Low,None,None,28.819874043694917,18.170976715009758,Up-to-date,Normal,0.32608695652173914,15.444763727633404
2018-01-02 18:00:00,192.168.1.1,4.4.4.4,10817,443,TCP,91,517,13.427613623597587,2.4120937468283454,17,10,39.561029111928065,43.94308081345389,4.877668609637655,2.0767010675110003,32.5780925409368,86.21471008998206,0,24.574358506873544,None,Low,None,None,7.868965025847055,26.960707372375857,Up-to-date,Normal,0.2967032967032967,22.640610830641393
2018-01-02 19:00:00,172.16.0.1,8.8.8.8,6677,80,TCP,140,635,7.5886220642275095,2.83436335208687,18,15,50.65932430504781,35.53000580434863,10.816800289034532,0.8374417561045399,23.30276384213045,132.75619039619227,0,19.99320956563788,None,Low,None,None,75.97747310026153,34.83670890554835,Outdated,Normal,0.2357142857142857,4.802874146026444
2018-01-02 20:00:00,192.168.1.1,8.8.8.8,13456,80,ICMP,128,368,7.0338158492553395,2.6531776589977247,17,10,60.58634470493058,38.36550486720409,13.185365187637785,4.467315566697898,35.00053215912023,78.91133860428404,0,24.58524154153851,None,Low,Emotet,None,7.209856729182087,30.13120288090677,Up-to-date,Normal,0.2109375,22.812680849870226
2018-01-02 21:00:00,192.168.1.1,4.4.4.4,37049,80,TCP,1,590,10.592976379356692,2.8297952355080684,22,8,53.98696458418914,50.387879367898655,10.899082043044391,2.0625496255803464,33.69788755546249,116.3627224713114,1,22.052689251867292,None,Low,None,None,50.96537095193261,41.541340944097435,Up-to-date,Attack,30.0,18.308769778300118
2018-01-02 22:00:00,192.168.1.1,8.8.8.8,22351,22,UDP,101,458,2.254338399907613,2.3228779781219684,16,13,67.61331589068395,35.885263634203554,10.824617401497278,7.100550355551575,27.47359861221693,126.58995408108083,1,10.855176211794221,DDoS,Low,None,None,6.5290494952244,22.77985348116478,Up-to-date,Normal,0.2871287128712871,17.17941015652454
2018-01-02 23:00:00,192.168.1.1,8.8.8.8,53934,443,TCP,166,568,5.678303198107486,4.3693756605331195,18,13,54.73337886452778,31.30952296061748,2.1803275636745205,5.441446902948952,25.95367727529483,127.89256501662598,4,12.59831636360783,None,Medium,None,None,4.243829355561051,39.28047052888287,Up-to-date,Normal,0.18674698795180722,31.479385637084366
2018-01-03 00:00:00,192.168.1.1,4.4.4.4,55659,443,TCP,7,651,7.445559323343318,3.6317582297251216,17,14,48.67330205011536,48.79011729614426,0.6489792378280812,0.6317676853097559,29.893685210316924,85.0496800539481,0,41.32686977327449,None,Low,None,None,38.82472290754532,62.753623767189005,Up-to-date,Normal,4.428571428571429,25.281827097438565
2018-01-03 01:00:00,192.168.1.1,8.8.8.8,48508,443,ICMP,86,698,11.128587615651528,3.1266131758719005,19,18,41.93581669625216,52.677191250677275,26.073856418430328,1.6144246963985684,27.373524364525217,96.16562326827848,2,30.952919379420052,None,High,None,None,17.03633926249729,36.715391415289304,Up-to-date,Normal,0.43023255813953487,53.89168157079135
2018-01-03 02:00:00,172.16.0.1,8.8.8.8,51853,80,TCP,191,466,7.293102721133396,2.244473446697725,23,15,27.556791581250888,36.89076270287573,9.73600975715036,14.139743268894367,36.3751777729773,83.47358887743002,2,15.336062506542152,None,High,None,None,35.25400494962999,19.754297608748562,Up-to-date,Normal,0.19895287958115182,20.83814190933693
2018-01-03 03:00:00,10.0.0.1,4.4.4.4,42352,443,TCP,2,654,8.998091488188942,2.7651483906633385,19,14,50.181486958529646,38.47735534855962,24.582326911204078,3.3207572167483836,28.581452096673143,75.14320514095749,0,29.268076393783126,None,Low,None,None,13.431299899369154,9.30783158512178,Up-to-date,Normal,16.5,25.336993278557646
2018-01-03 04:00:00,172.16.0.1,4.4.4.4,43048,80,TCP,45,659,9.118824810698221,2.1767244028180475,18,24,47.91863855199319,37.87147920307281,6.39617345560514,1.1078669533274281,29.002608449076416,114.66826245787898,4,18.30071247305446,None,Medium,None,None,11.408342588028894,54.18492061190293,Up-to-date,Normal,0.9333333333333333,42.30656766795881
2018-01-03 05:00:00,10.0.0.1,4.4.4.4,43460,80,TCP,57,382,11.334179938964084,3.179348034047196,20,15,56.904693658916145,32.681547421012695,13.246838879312179,0.5783011996961991,26.199641135013525,121.9919393555629,2,17.122783660755193,None,High,None,None,15.893717355628192,24.79267075123886,Up-to-date,Attack,0.6140350877192983,30.22282242852539
2018-01-03 06:00:00,192.168.1.1,8.8.8.8,65021,443,UDP,96,132,7.340340942768666,1.508667152504341,23,14,46.895814829297755,35.75043205616808,19.08405304943657,1.8007115173319874,27.611348963285497,125.7077392042402,0,18.305091543260886,DDoS,Low,None,None,30.02282369130926,23.4097229172196,Up-to-date,Normal,0.3854166666666667,12.80938618269491
2018-01-03 07:00:00,172.16.0.1,8.8.8.8,24886,443,TCP,96,528,9.033008794159173,1.595193741710219,17,17,43.686428221640064,34.759066666390574,30.117089704392882,2.447125634475437,29.837120220587643,116.91530849726567,0,37.072563518046444,None,Medium,None,None,58.96259182568774,45.68143090771519,Up-to-date,Normal,0.3541666666666667,15.213619211581896
2018-01-03 08:00:00,192.168.1.1,8.8.8.8,11412,8080,TCP,29,442,10.01461800154369,3.870441590340175,22,11,43.583000895631955,40.14259633718801,21.527381829731542,1.0631142312284518,31.387306687801406,73.50380392702715,0,36.685767340743446,None,Medium,None,None,64.43329282542808,33.84307861200042,Up-to-date,Normal,1.1379310344827587,13.04791944482696
2018-01-03 09:00:00,192.168.1.1,8.8.8.8,33743,443,UDP,213,494,9.846035593418863,3.338945074247752,30,14,36.31790289053402,33.10043028481078,4.038260742388145,37.67383033760035,29.181999562919493,89.43277303937488,0,47.63765876105819,None,Low,None,Ransomware,19.118570087807022,58.121466852468394,Up-to-date,Attack,0.20657276995305165,38.530019582634935
2018-01-03 10:00:00,192.168.1.1,8.8.8.8,49950,8080,TCP,94,494,5.012682401015508,2.5158260078633674,22,13,46.077612900769296,36.8646919394282,5.792733163152725,0.7105786238432584,22.6972187069128,91.36558237916246,0,31.801456910522376,None,Low,None,Ransomware,33.91565035882979,2.3588351818348916,Up-to-date,Normal,0.3723404255319149,21.01578597573569
2018-01-03 11:00:00,192.168.1.1,8.8.8.8,55583,80,TCP,26,255,4.49878812648959,3.4326289875415084,21,15,45.803251845512925,40.08011990883815,9.257683770411466,3.6029706093264915,31.026073806607997,124.15768907477037,2,25.73274225479263,None,Low,None,Ransomware,12.020078369973337,10.028657399133007,Up-to-date,Normal,1.3846153846153846,47.511840290993916
2018-01-03 12:00:00,192.168.1.1,1.1.1.1,20943,22,TCP,5,447,4.549144144027682,3.1407900208061243,23,13,53.21904244786265,34.320794940957526,3.272675718801393,2.7976962562089605,26.204047184334737,106.54144003329529,1,48.2801995937757,None,Low,None,None,55.83199866791478,27.677563743898197,Outdated,Normal,7.2,36.10534638212756
2018-01-03 13:00:00,192.168.1.1,4.4.4.4,42615,80,UDP,147,633,4.814847747960875,3.7573342878353415,24,14,61.987203248292296,38.35016438930221,28.54370344842133,14.830401580620187,38.83839763896148,109.52048559155394,2,22.6738637621414,Brute Force,Low,None,None,25.94009010060143,34.65823520287334,Up-to-date,Normal,0.2585034013605442,35.240407667203854
2018-01-03 14:00:00,10.0.0.1,8.8.8.8,57352,443,TCP,2,484,6.494047630625748,2.18564560767854,17,14,43.954451616239346,46.82269060677603,9.737785646295885,17.66560931591956,34.26658367644947,71.4512229562497,0,15.454005077914742,None,Low,None,None,49.03527946502743,56.613644250890346,Outdated,Normal,15.5,7.8760904994197185
2018-01-03 15:00:00,192.168.1.1,8.8.8.8,58916,443,TCP,174,739,6.187418207525249,2.684050609535856,30,17,43.07297736763025,36.229288720129404,4.290429366610956,15.601350092091392,29.016446993302807,80.01617428314026,2,17.71311285847093,None,Low,None,None,37.00958166545134,8.465243222802604,Outdated,Normal,0.27011494252873564,23.415400690359377
2018-01-03 16:00:00,192.168.1.1,8.8.8.8,31471,443,TCP,374,360,11.071582530295085,2.6351261053270267,17,19,39.03296309599931,38.79801512896513,21.995708024738153,2.5931870828696884,30.34521698228317,102.46579411769878,0,37.545262501380975,None,Medium,None,None,25.713844157772858,31.978207361084387,Up-to-date,Normal,0.0962566844919786,27.89093221314914
2018-01-03 17:00:00,192.168.1.1,8.8.8.8,13576,80,TCP,201,513,5.5999512403616,4.800499422477587,17,14,56.02301265848452,50.55286479499273,7.710105546445681,7.504101128784217,33.99696020928401,106.59108676294377,1,25.75260043897095,DDoS,Medium,None,None,32.67346346317387,23.331982024972255,Up-to-date,Normal,0.15422885572139303,29.356351232427528
2018-01-03 18:00:00,192.168.1.1,1.1.1.1,60180,443,TCP,66,339,5.663401007886758,2.636935854685095,23,19,51.05181829723046,42.56004559841835,0.07173666759452618,1.5765494248835643,26.77313128917936,79.52833525258956,1,40.26753734924785,None,Low,None,None,21.30702247906477,29.78154666549488,Up-to-date,Normal,0.6363636363636364,53.6519807427895
2018-01-03 19:00:00,10.0.0.1,8.8.8.8,50999,80,TCP,49,571,5.4914713169421665,2.794269182739241,12,13,46.914015283517955,34.870871489299915,2.9530979438634937,1.5938336273970355,30.388223256813358,131.3989723824934,1,13.032351722501165,None,Medium,None,None,18.820760720661575,57.8750215508155,Up-to-date,Normal,0.5102040816326531,17.912758938740218
2018-01-03 20:00:00,192.168.1.1,4.4.4.4,50951,80,TCP,20,614,5.3254692347529105,3.152618005519817,25,13,66.56991414877402,38.98483856369539,1.4142506841020406,5.666990519387981,29.191670143052214,94.18676806250919,0,46.693667479014096,None,Low,None,None,24.430206101569496,19.28980675157617,Outdated,Attack,1.9,35.28630827750942
2018-01-03 21:00:00,172.16.0.1,8.8.8.8,10519,443,UDP,92,535,6.946478802916387,1.6808285322544045,23,13,53.17916585879839,37.40608176266975,2.4681879965286915,1.5574666260805938,32.39374839805373,81.14130236944924,0,15.720145735148341,None,Low,None,Ransomware,26.955062065997698,10.982675811858037,Up-to-date,Normal,0.391304347826087,11.482770695373816
2018-01-03 22:00:00,10.0.0.1,4.4.4.4,9295,80,UDP,110,531,2.8867062163935433,2.891898676048492,17,15,56.09743698013463,35.30582334371269,6.859498614917983,1.9523898367795236,31.985988613544045,129.84981483813277,1,10.564758969553276,None,High,None,None,21.462506654323924,32.02810109429255,Up-to-date,Normal,0.2909090909090909,14.048544806280212
2018-01-03 23:00:00,192.168.1.1,4.4.4.4,31838,22,TCP,23,224,6.415126941105708,2.6373711699824747,16,14,41.92989832062845,25.526447950199174,1.9294950634997927,14.637838254401801,35.26530148535601,130.93569701852695,3,15.209700504044319,None,Low,None,None,21.67732124214085,10.374824608732936,Up-to-date,Normal,1.3043478260869565,28.427077269318428
2018-01-04 00:00:00,192.168.1.1,8.8.8.8,45459,80,TCP,280,464,11.32026692321671,2.254485994383584,18,12,63.84652822116051,35.34232149481721,39.69857187615211,1.4246985167323711,32.25252840515682,100.39395707920002,0,12.810283634887446,None,Low,None,None,21.404153433433187,19.163704288907883,Up-to-date,Attack,0.10714285714285714,10.068350870418156
2018-01-04 01:00:00,10.0.0.1,8.8.8.8,9476,443,UDP,24,540,5.65302349187819,3.0666590687923883,20,14,64.61202022135126,46.0120654512387,17.386886595710983,5.635414476837596,26.496836932449007,80.55777275780636,2,28.02471740217915,None,Low,None,None,11.999236394863146,26.298197547864895,Up-to-date,Normal,1.4166666666666667,51.755903466678305
2018-01-04 02:00:00,10.0.0.1,4.4.4.4,44977,443,TCP,193,523,4.9408552805118005,3.219772423200078,21,9,41.33571822075198,40.45546258219047,23.68040821243123,14.56363731839135,25.198464121539203,69.31415477345585,0,36.76371647636426,None,Low,None,None,16.4110573259495,47.27882709766175,Up-to-date,Normal,0.15544041450777202,30.73040189027858
2018-01-04 03:00:00,10.0.0.1,8.8.8.8,40300,8080,TCP,28,212,3.9313483060197645,2.2813125038465305,17,9,58.40872742201168,45.23104448998383,15.832197298791051,2.190224719316065,32.27526001952268,112.5052493761287,0,61.143785291405294,Brute Force,Low,None,None,50.50493568394631,60.17967068393124,Up-to-date,Normal,0.9285714285714286,30.26315585525083
2018-01-04 04:00:00,10.0.0.1,8.8.8.8,12161,443,TCP,16,277,4.044744375303795,2.9854202659534534,20,18,50.09643973586331,42.76821325512864,5.683547651613203,2.713321457021044,27.22997165681429,96.0334868825378,1,53.73362997332508,SQL Injection,Medium,None,None,19.95200606231804,30.840108861300138,Up-to-date,Normal,2.375,72.82681965019992
